City_State,RPP_c,vals
"Springfield, MO (Metropolitan Statistical Area)",  RPPs: Goods,97
"Springfield, MO (Metropolitan Statistical Area)",  RPPs: Services: Rents,66.6
"Springfield, MO (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Springfield, OH (Metropolitan Statistical Area)",RPPs: All items,87.9
"Springfield, OH (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Springfield, OH (Metropolitan Statistical Area)",  RPPs: Services: Rents,63.9
"Springfield, OH (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"State College, PA (Metropolitan Statistical Area)",RPPs: All items,102.8
"State College, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"State College, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,115.8
"State College, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",RPPs: All items,84.8
"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",  RPPs: Services: Rents,71.7
"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Stockton-Lodi, CA (Metropolitan Statistical Area)",RPPs: All items,99.6
"Stockton-Lodi, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Stockton-Lodi, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,104.9
"Stockton-Lodi, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Sumter, SC (Metropolitan Statistical Area)",RPPs: All items,86
"Sumter, SC (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Sumter, SC (Metropolitan Statistical Area)",  RPPs: Services: Rents,62.7
"Sumter, SC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Syracuse, NY (Metropolitan Statistical Area)",RPPs: All items,96.7
"Syracuse, NY (Metropolitan Statistical Area)",  RPPs: Goods,98
"Syracuse, NY (Metropolitan Statistical Area)",  RPPs: Services: Rents,88
"Syracuse, NY (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Tallahassee, FL (Metropolitan Statistical Area)",RPPs: All items,93
"Tallahassee, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.4
"Tallahassee, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,85.8
"Tallahassee, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",RPPs: All items,99.8
"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",  RPPs: Goods,96.5
"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,103.5
"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,101.8
"Terre Haute, IN (Metropolitan Statistical Area)",RPPs: All items,87.2
"Terre Haute, IN (Metropolitan Statistical Area)",  RPPs: Goods,96.9
"Terre Haute, IN (Metropolitan Statistical Area)",  RPPs: Services: Rents,63.5
"Terre Haute, IN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.3
"Texarkana, TX-AR (Metropolitan Statistical Area)",RPPs: All items,87.6
"Texarkana, TX-AR (Metropolitan Statistical Area)",  RPPs: Goods,96.7
"Texarkana, TX-AR (Metropolitan Statistical Area)",  RPPs: Services: Rents,63
"Texarkana, TX-AR (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"The Villages, FL (Metropolitan Statistical Area)",RPPs: All items,93.1
"The Villages, FL (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"The Villages, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,94.3
"The Villages, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Toledo, OH (Metropolitan Statistical Area)",RPPs: All items,88.7
"Toledo, OH (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Toledo, OH (Metropolitan Statistical Area)",  RPPs: Services: Rents,66.3
"Toledo, OH (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Topeka, KS (Metropolitan Statistical Area)",RPPs: All items,89.1
"Topeka, KS (Metropolitan Statistical Area)",  RPPs: Goods,96.5
"Topeka, KS (Metropolitan Statistical Area)",  RPPs: Services: Rents,70.4
"Topeka, KS (Metropolitan Statistical Area)",  RPPs: Services: Other,93
"Trenton, NJ (Metropolitan Statistical Area)",RPPs: All items,111.3
"Trenton, NJ (Metropolitan Statistical Area)",  RPPs: Goods,102.6
"Trenton, NJ (Metropolitan Statistical Area)",  RPPs: Services: Rents,120.5
"Trenton, NJ (Metropolitan Statistical Area)",  RPPs: Services: Other,114.6
"Tucson, AZ (Metropolitan Statistical Area)",RPPs: All items,95.8
"Tucson, AZ (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Tucson, AZ (Metropolitan Statistical Area)",  RPPs: Services: Rents,87.9
"Tucson, AZ (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Tulsa, OK (Metropolitan Statistical Area)",RPPs: All items,90.7
"Tulsa, OK (Metropolitan Statistical Area)",  RPPs: Goods,97.7
"Tulsa, OK (Metropolitan Statistical Area)",  RPPs: Services: Rents,74.4
"Tulsa, OK (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Tuscaloosa, AL (Metropolitan Statistical Area)",RPPs: All items,88.4
"Tuscaloosa, AL (Metropolitan Statistical Area)",  RPPs: Goods,96.6
"Tuscaloosa, AL (Metropolitan Statistical Area)",  RPPs: Services: Rents,67.6
"Tuscaloosa, AL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Twin Falls, ID (Metropolitan Statistical Area) 2/",RPPs: All items,(NA)
"Twin Falls, ID (Metropolitan Statistical Area) 2/",  RPPs: Goods,(NA)
"Twin Falls, ID (Metropolitan Statistical Area) 2/",  RPPs: Services: Rents,(NA)
"Twin Falls, ID (Metropolitan Statistical Area) 2/",  RPPs: Services: Other,(NA)
"Tyler, TX (Metropolitan Statistical Area)",RPPs: All items,93.7
"Tyler, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Tyler, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.8
"Tyler, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Urban Honolulu, HI (Metropolitan Statistical Area)",RPPs: All items,124.4
"Urban Honolulu, HI (Metropolitan Statistical Area)",  RPPs: Goods,114.1
"Urban Honolulu, HI (Metropolitan Statistical Area)",  RPPs: Services: Rents,179.6
"Urban Honolulu, HI (Metropolitan Statistical Area)",  RPPs: Services: Other,106.4
"Utica-Rome, NY (Metropolitan Statistical Area)",RPPs: All items,93.7
"Utica-Rome, NY (Metropolitan Statistical Area)",  RPPs: Goods,98
"Utica-Rome, NY (Metropolitan Statistical Area)",  RPPs: Services: Rents,75.9
"Utica-Rome, NY (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Valdosta, GA (Metropolitan Statistical Area)",RPPs: All items,80.9
"Valdosta, GA (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Valdosta, GA (Metropolitan Statistical Area)",  RPPs: Services: Rents,62.7
"Valdosta, GA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",RPPs: All items,117.6
"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",  RPPs: Goods,110.7
"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,138.1
"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,111
"Victoria, TX (Metropolitan Statistical Area)",RPPs: All items,94.2
"Victoria, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Victoria, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,88.9
"Victoria, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",RPPs: All items,100
"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",  RPPs: Goods,101.2
"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",  RPPs: Services: Rents,88.4
"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",  RPPs: Services: Other,107.9
"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",RPPs: All items,97.9
"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",  RPPs: Goods,97.8
"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,104.9
"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Visalia-Porterville, CA (Metropolitan Statistical Area)",RPPs: All items,94.4
"Visalia-Porterville, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Visalia-Porterville, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,82.7
"Visalia-Porterville, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Waco, TX (Metropolitan Statistical Area)",RPPs: All items,91.6
"Waco, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Waco, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.8
"Waco, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Walla Walla, WA (Metropolitan Statistical Area)",RPPs: All items,94.6
"Walla Walla, WA (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Walla Walla, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.9
"Walla Walla, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.9
"Warner Robins, GA (Metropolitan Statistical Area)",RPPs: All items,88.5
"Warner Robins, GA (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Warner Robins, GA (Metropolitan Statistical Area)",  RPPs: Services: Rents,68.1
"Warner Robins, GA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",RPPs: All items,119.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",  RPPs: Goods,105.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",  RPPs: Services: Rents,166.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",  RPPs: Services: Other,110.7
"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",RPPs: All items,90.9
"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",  RPPs: Goods,96.4
"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",  RPPs: Services: Rents,77
"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",  RPPs: Services: Other,92.9
"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",RPPs: All items,98.6
"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",  RPPs: Goods,98
"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",  RPPs: Services: Rents,97.1
"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Wausau, WI (Metropolitan Statistical Area)",RPPs: All items,91.1
"Wausau, WI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Wausau, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,73.6
"Wausau, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",RPPs: All items,84.5
"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",  RPPs: Services: Rents,52.3
"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Wenatchee, WA (Metropolitan Statistical Area)",RPPs: All items,95.2
"Wenatchee, WA (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Wenatchee, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,89.6
"Wenatchee, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Wheeling, WV-OH (Metropolitan Statistical Area)",RPPs: All items,85.9
"Wheeling, WV-OH (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Wheeling, WV-OH (Metropolitan Statistical Area)",  RPPs: Services: Rents,57
"Wheeling, WV-OH (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Wichita, KS (Metropolitan Statistical Area)",RPPs: All items,90.2
"Wichita, KS (Metropolitan Statistical Area)",  RPPs: Goods,97
"Wichita, KS (Metropolitan Statistical Area)",  RPPs: Services: Rents,72
"Wichita, KS (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Wichita Falls, TX (Metropolitan Statistical Area)",RPPs: All items,89.8
"Wichita Falls, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Wichita Falls, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,73
"Wichita Falls, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Williamsport, PA (Metropolitan Statistical Area)",RPPs: All items,92.7
"Williamsport, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Williamsport, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,75
"Williamsport, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Wilmington, NC (Metropolitan Statistical Area)",RPPs: All items,93.4
"Wilmington, NC (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Wilmington, NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,87.7
"Wilmington, NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Winchester, VA-WV (Metropolitan Statistical Area)",RPPs: All items,92
"Winchester, VA-WV (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Winchester, VA-WV (Metropolitan Statistical Area)",  RPPs: Services: Rents,91.7
"Winchester, VA-WV (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Winston-Salem, NC (Metropolitan Statistical Area)",RPPs: All items,89
"Winston-Salem, NC (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Winston-Salem, NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,68.6
"Winston-Salem, NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Worcester, MA-CT (Metropolitan Statistical Area)",RPPs: All items,103.6
"Worcester, MA-CT (Metropolitan Statistical Area)",  RPPs: Goods,101
"Worcester, MA-CT (Metropolitan Statistical Area)",  RPPs: Services: Rents,103.7
"Worcester, MA-CT (Metropolitan Statistical Area)",  RPPs: Services: Other,106.4
"Yakima, WA (Metropolitan Statistical Area)",RPPs: All items,93.6
"Yakima, WA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Yakima, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,77.8
"Yakima, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"York-Hanover, PA (Metropolitan Statistical Area)",RPPs: All items,96.5
"York-Hanover, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"York-Hanover, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,87.6
"York-Hanover, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",RPPs: All items,87.5
"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",  RPPs: Goods,97.4
"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,60.9
"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",  RPPs: Services: Other,95
"Yuba City, CA (Metropolitan Statistical Area)",RPPs: All items,97.1
"Yuba City, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Yuba City, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,93.6
"Yuba City, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Yuma, AZ (Metropolitan Statistical Area)",RPPs: All items,91.4
"Yuma, AZ (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Yuma, AZ (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.7
"Yuma, AZ (Metropolitan Statistical Area)",  RPPs: Services: Other,102
